age,gender,income,usage_gb,complaints,tenure_months,plan_type,churn
72.0,male,14168,86.0,1,55,Postpaid,0
67.0,female,84818,51.0,1,21,Postpaid,0
70.0,female,98545,97.0,8,44,Prepaid,0
51.0,female,67457,89.0,0,6,Postpaid,0
20.0,female,70417,81.0,0,32,Postpaid,0
48.0,male,30943,80.0,0,18,Postpaid,0
29.0,male,85976,13.0,5,56,Postpaid,1
73.0,female,80583,74.0,6,26,Prepaid,1
32.0,female,49436,94.0,6,13,Postpaid,1
32.0,male,73523,29.0,6,34,Prepaid,0
33.0,male,95989,81.0,0,5,Prepaid,0
57.0,female,64255,35.0,3,8,Postpaid,0
53.0,male,27957,22.0,6,26,Prepaid,0
76.0,female,39740,73.0,6,38,Postpaid,0
43.0,male,26662,17.0,3,35,Prepaid,0
35.0,male,39837,48.0,8,4,Postpaid,0
21.0,female,90130,93.0,8,41,Prepaid,1
18.0,female,27076,16.0,7,4,Prepaid,0
41.0,female,90254,16.0,7,49,Postpaid,1
75.0,female,35661,94.0,9,3,Prepaid,1
50.0,male,54911,77.0,7,2,Prepaid,1
73.0,female,57553,46.0,5,31,Prepaid,1
24.0,female,21320,41.0,3,48,Prepaid,0
23.0,female,26560,96.0,3,46,Prepaid,0
69.0,male,37469,72.0,8,36,Prepaid,0
24.0,female,15397,90.0,2,11,Prepaid,0
21.0,male,77873,10.0,6,57,Postpaid,0
43.0,female,59161,53.0,5,2,Postpaid,1
75.0,female,86139,72.0,3,21,Postpaid,0
60.0,male,87680,4.0,4,45,Prepaid,1
24.0,female,41288,51.0,0,37,Prepaid,0
69.0,female,83540,6.0,7,47,Postpaid,0
70.0,female,15511,90.0,0,46,Postpaid,0
67.0,female,48672,68.0,0,56,Postpaid,0
73.0,female,69915,19.0,2,31,Prepaid,0
32.0,male,51960,52.0,5,49,Postpaid,0
78.0,female,76554,11.0,2,10,Postpaid,0
37.0,female,87274,80.0,8,11,Prepaid,1
67.0,male,48161,20.0,9,3,Prepaid,1
53.0,male,34701,61.0,3,13,Postpaid,0
66.0,male,62478,8.0,9,7,Postpaid,0
56.0,female,88163,16.0,0,49,Postpaid,0
57.0,male,98863,98.0,1,30,Prepaid,0
56.0,female,83398,39.0,3,27,Postpaid,0
66.0,female,32049,13.0,9,38,Postpaid,1
63.0,male,28475,70.0,5,22,Postpaid,0
26.0,female,61567,20.0,7,34,Postpaid,1
69.0,female,46196,59.0,6,1,Postpaid,0
51.0,female,64986,81.0,4,43,Postpaid,0
38.0,female,93099,68.0,9,52,Postpaid,0
49.0,male,59419,25.0,9,3,Postpaid,1
77.0,male,41998,24.0,4,5,Postpaid,1
71.0,male,88221,23.0,7,9,Prepaid,0
69.0,male,49524,63.0,6,36,Postpaid,0
46.0,female,64450,67.0,5,45,Prepaid,0
66.0,male,22176,52.0,1,49,Prepaid,0
41.0,female,55710,40.0,2,47,Postpaid,0
60.0,female,48367,7.0,9,35,Prepaid,0
57.0,male,21071,83.0,2,42,Postpaid,0
33.0,female,29044,66.0,6,17,Postpaid,0
34.0,male,73288,64.0,9,44,Prepaid,1
21.0,female,26252,11.0,6,11,Prepaid,1
26.0,male,21889,29.0,2,57,Prepaid,0
44.0,male,15179,31.0,8,3,Prepaid,1
47.0,male,12391,60.0,0,56,Prepaid,0
28.0,female,49097,78.0,7,28,Postpaid,0
43.0,male,53967,86.0,2,39,Postpaid,0
55.0,female,66189,52.0,6,10,Prepaid,1
32.0,male,61520,37.0,4,19,Postpaid,0
38.0,male,58311,41.0,5,51,Postpaid,0
40.0,female,99914,73.0,3,1,Postpaid,1
49.0,female,32497,32.0,5,12,Prepaid,0
40.0,male,74109,42.0,9,38,Prepaid,0
63.0,male,17165,78.0,8,48,Postpaid,0
38.0,male,86373,54.0,4,26,Postpaid,0
44.0,female,42639,47.0,9,6,Prepaid,1
41.0,male,41174,73.0,8,9,Prepaid,0
29.0,male,22166,29.0,6,53,Prepaid,0
60.0,female,55802,6.0,5,13,Prepaid,0
32.0,male,45963,79.0,0,35,Postpaid,0
36.0,male,97684,46.0,5,56,Postpaid,0
67.0,female,26021,33.0,2,23,Prepaid,1
76.0,male,47564,10.0,1,4,Postpaid,1
59.0,male,91016,92.0,8,48,Prepaid,0
74.0,male,82656,72.0,2,47,Postpaid,0
70.0,female,78805,28.0,6,39,Postpaid,0
47.0,female,57339,61.0,8,54,Postpaid,0
65.0,female,88590,46.0,5,46,Postpaid,0
38.0,female,30156,33.0,7,41,Prepaid,0
46.0,male,82866,31.0,7,20,Prepaid,1
51.0,male,62237,8.0,4,4,Prepaid,0
77.0,male,41495,97.0,9,43,Prepaid,0
70.0,male,29625,92.0,9,50,Prepaid,0
48.0,female,56946,87.0,3,42,Postpaid,0
58.0,male,10272,32.0,8,39,Prepaid,1
30.0,female,74324,99.0,1,43,Postpaid,0
67.0,female,31230,28.0,1,17,Postpaid,0
52.0,male,45029,82.0,5,7,Postpaid,0
51.0,female,27382,10.0,6,38,Postpaid,0
65.0,female,51884,31.0,5,56,Postpaid,0
57.0,male,43382,58.0,7,9,Prepaid,1
22.0,male,26897,96.0,3,5,Postpaid,0
35.0,male,89973,27.0,8,42,Postpaid,0
28.0,female,78345,43.0,9,25,Postpaid,1
63.0,female,44906,84.0,0,54,Prepaid,0
20.0,male,15187,47.0,4,28,Prepaid,0
30.0,female,86066,68.0,2,31,Prepaid,0
55.0,male,72723,42.0,6,4,Prepaid,1
61.0,male,60005,1.0,4,57,Prepaid,0
49.0,male,64417,29.0,2,20,Prepaid,0
71.0,male,10685,57.0,2,26,Postpaid,0
74.0,male,52646,2.0,3,38,Prepaid,0
26.0,male,26986,23.0,1,51,Prepaid,1
77.0,male,68619,95.0,1,47,Prepaid,0
56.0,female,93815,2.0,6,46,Postpaid,0
57.0,male,57773,25.0,9,7,Prepaid,1
23.0,female,64375,62.0,5,6,Postpaid,1
56.0,female,70070,56.0,9,50,Postpaid,0
62.0,female,93659,21.0,1,54,Postpaid,0
54.0,male,13436,6.0,9,37,Postpaid,0
23.0,female,37910,90.0,5,54,Postpaid,0
50.0,male,34152,55.0,7,19,Prepaid,0
76.0,male,74490,57.0,0,21,Postpaid,0
62.0,female,50311,6.0,6,11,Prepaid,1
26.0,male,79482,21.0,3,47,Postpaid,0
77.0,female,52516,8.0,8,40,Prepaid,1
77.0,male,97812,97.0,7,14,Postpaid,1
28.0,female,79028,77.0,8,59,Prepaid,0
67.0,female,11635,55.0,8,2,Prepaid,1
43.0,female,98961,68.0,7,46,Postpaid,1
54.0,female,95701,17.0,2,13,Prepaid,0
45.0,female,13907,98.0,2,47,Postpaid,0
66.0,male,45243,52.0,8,29,Postpaid,0
79.0,male,97350,52.0,6,14,Prepaid,0
67.0,male,85419,95.0,8,4,Prepaid,1
75.0,female,52145,10.0,7,37,Prepaid,0
76.0,female,59024,42.0,6,10,Postpaid,0
23.0,female,12668,9.0,1,27,Postpaid,0
33.0,female,60818,43.0,9,57,Postpaid,0
62.0,male,69971,27.0,2,53,Prepaid,0
54.0,female,42344,46.0,2,30,Prepaid,0
21.0,female,37608,70.0,1,44,Postpaid,0
23.0,male,84562,28.0,0,49,Prepaid,0
50.0,male,50380,6.0,3,36,Prepaid,0
56.0,female,33761,17.0,8,13,Prepaid,0
28.0,male,43733,71.0,8,48,Postpaid,0
28.0,female,54301,58.0,4,6,Prepaid,1
26.0,female,33354,97.0,3,31,Postpaid,0
53.0,female,60415,89.0,3,47,Postpaid,1
18.0,female,87510,16.0,9,34,Postpaid,0
53.0,female,76826,73.0,0,21,Prepaid,0
47.0,female,30820,9.0,0,25,Prepaid,1
46.0,female,52447,10.0,0,28,Prepaid,0
60.0,male,58933,79.0,8,44,Prepaid,0
50.0,female,71225,40.0,0,59,Postpaid,0
63.0,female,78078,99.0,9,46,Prepaid,1
65.0,female,53676,1.0,1,19,Prepaid,0
75.0,male,38354,50.0,5,7,Postpaid,1
67.0,male,69338,31.0,9,28,Prepaid,1
50.0,female,21317,98.0,1,51,Prepaid,0
48.0,male,70672,67.0,2,38,Prepaid,0
32.0,male,90667,77.0,7,19,Postpaid,1
55.0,female,73849,29.0,8,6,Postpaid,1
26.0,male,49027,89.0,9,15,Prepaid,1
75.0,female,84096,84.0,0,43,Prepaid,0
70.0,male,57899,78.0,7,40,Prepaid,1
25.0,male,58665,48.0,3,27,Prepaid,0
66.0,female,86690,92.0,5,20,Postpaid,0
25.0,male,27395,67.0,9,11,Prepaid,1
62.0,female,80178,7.0,9,58,Postpaid,0
23.0,female,71167,88.0,1,26,Postpaid,0
48.0,male,57612,3.0,4,46,Prepaid,0
58.0,female,16940,68.0,2,28,Postpaid,0
63.0,male,78915,25.0,6,34,Prepaid,1
43.0,female,29705,89.0,8,38,Prepaid,0
75.0,male,90594,73.0,3,21,Prepaid,0
66.0,male,81294,80.0,1,56,Postpaid,0
30.0,male,42727,70.0,0,27,Prepaid,0
59.0,female,49156,57.0,0,46,Postpaid,0
63.0,male,12296,86.0,3,55,Postpaid,0
38.0,female,54823,30.0,9,23,Postpaid,1
63.0,male,15214,53.0,2,14,Postpaid,0
73.0,male,98865,30.0,4,58,Postpaid,0
68.0,female,67611,12.0,6,47,Postpaid,0
65.0,male,31165,87.0,6,47,Postpaid,0
57.0,male,82334,50.0,2,56,Postpaid,0
34.0,female,11759,6.0,1,2,Prepaid,0
67.0,female,59438,82.0,1,56,Prepaid,0
40.0,male,20023,94.0,2,7,Prepaid,0
50.0,female,14900,66.0,0,9,Postpaid,0
37.0,female,32005,33.0,4,13,Postpaid,0
37.0,male,36492,86.0,6,7,Prepaid,0
27.0,female,75332,74.0,6,5,Prepaid,0
77.0,female,90173,29.0,9,8,Postpaid,0
27.0,female,79823,33.0,2,29,Prepaid,0
23.0,male,76588,98.0,6,22,Prepaid,0
76.0,male,60894,95.0,8,21,Postpaid,0
52.0,female,43406,67.0,0,11,Postpaid,0
45.0,female,32954,4.0,7,58,Postpaid,0
63.0,male,95121,23.0,0,20,Postpaid,0
41.0,male,56956,35.0,5,28,Prepaid,1
25.0,female,60790,54.0,8,9,Prepaid,1
63.0,female,11346,86.0,4,13,Postpaid,0
28.0,male,51218,84.0,5,14,Postpaid,0
52.0,male,71362,28.0,6,58,Prepaid,0
76.0,female,54561,11.0,5,11,Prepaid,0
76.0,female,65286,28.0,7,31,Postpaid,1
40.0,female,82873,24.0,8,33,Postpaid,1
66.0,female,11961,89.0,1,5,Postpaid,0
55.0,female,91395,2.0,4,21,Prepaid,0
47.0,male,83531,83.0,8,5,Postpaid,1
26.0,male,47791,66.0,3,11,Prepaid,1
41.0,male,78708,11.0,4,40,Postpaid,0
58.0,male,15987,68.0,7,34,Prepaid,0
79.0,female,37740,58.0,9,30,Postpaid,0
18.0,female,19699,1.0,2,13,Prepaid,1
62.0,male,67183,23.0,9,37,Postpaid,0
70.0,male,87056,35.0,7,54,Postpaid,1
76.0,male,64134,22.0,0,51,Postpaid,0
44.0,male,74040,58.0,8,11,Postpaid,0
25.0,male,22886,61.0,3,41,Prepaid,0
34.0,male,94061,17.0,2,15,Postpaid,0
70.0,female,27393,13.0,5,51,Prepaid,0
72.0,male,57370,65.0,5,28,Postpaid,0
57.0,female,71488,47.0,5,44,Prepaid,0
25.0,male,87098,27.0,0,32,Prepaid,0
25.0,male,94019,26.0,8,40,Postpaid,1
47.0,female,63884,4.0,3,56,Postpaid,0
54.0,female,61865,85.0,1,8,Prepaid,0
20.0,male,47541,84.0,5,54,Postpaid,0
60.0,male,61103,55.0,6,29,Postpaid,0
51.0,male,70735,35.0,1,9,Postpaid,0
18.0,male,68201,22.0,9,26,Prepaid,1
23.0,female,63310,31.0,6,4,Prepaid,0
46.0,male,49652,92.0,9,32,Prepaid,0
62.0,male,27618,9.0,6,28,Postpaid,0
69.0,male,14875,82.0,0,24,Prepaid,0
44.0,male,47869,31.0,2,27,Prepaid,0
36.0,male,45685,27.0,9,37,Prepaid,1
78.0,male,64725,81.0,5,49,Prepaid,0
46.0,female,91022,96.0,1,24,Prepaid,0
37.0,male,73138,99.0,0,1,Prepaid,0
45.0,male,82445,27.0,5,33,Postpaid,0
18.0,female,62029,59.0,5,56,Postpaid,0
36.0,female,93468,29.0,2,24,Prepaid,0
49.0,male,94558,20.0,1,8,Prepaid,0
74.0,male,23754,39.0,6,54,Postpaid,1
63.0,female,67535,7.0,4,25,Postpaid,1
66.0,male,55536,17.0,0,23,Prepaid,0
51.0,female,97481,59.0,0,18,Prepaid,0
24.0,male,62625,69.0,2,44,Postpaid,0
42.0,male,11435,27.0,5,9,Postpaid,0
79.0,female,28893,56.0,3,37,Postpaid,1
20.0,male,21656,76.0,0,21,Postpaid,0
72.0,female,28087,89.0,9,23,Prepaid,0
60.0,female,18622,57.0,6,13,Prepaid,0
35.0,male,80382,24.0,5,48,Prepaid,0
66.0,male,54471,71.0,2,27,Prepaid,0
69.0,male,70466,17.0,7,55,Postpaid,0
20.0,female,99991,14.0,9,49,Prepaid,1
24.0,male,68246,36.0,6,45,Postpaid,0
59.0,female,53130,33.0,2,27,Prepaid,0
79.0,female,34028,15.0,3,56,Prepaid,0
19.0,female,77905,6.0,9,35,Prepaid,1
59.0,male,55609,94.0,0,26,Postpaid,0
26.0,male,78121,68.0,2,21,Postpaid,0
58.0,female,12076,72.0,1,54,Prepaid,0
56.0,female,24682,7.0,6,15,Postpaid,0
23.0,male,21695,79.0,4,52,Prepaid,0
60.0,female,71324,37.0,1,14,Postpaid,0
73.0,male,56642,75.0,9,45,Prepaid,0
71.0,female,38526,49.0,5,17,Postpaid,0
19.0,female,37870,25.0,2,50,Postpaid,0
33.0,male,64612,26.0,9,50,Prepaid,0
32.0,male,96910,14.0,6,44,Prepaid,0
46.0,male,99587,83.0,1,59,Postpaid,0
26.0,male,52433,43.0,8,31,Postpaid,0
70.0,male,70345,78.0,0,50,Prepaid,0
66.0,female,17520,83.0,9,33,Prepaid,1
68.0,male,95089,,3,3,Postpaid,0
30.0,male,11605,33.0,2,25,Prepaid,0
18.0,male,40801,13.0,0,2,Prepaid,0
74.0,male,75273,1.0,9,40,Prepaid,1
35.0,female,97276,98.0,5,9,Postpaid,0
58.0,male,25435,66.0,6,20,Prepaid,0
74.0,female,69491,45.0,8,52,Prepaid,0
20.0,male,26903,20.0,5,44,Postpaid,0
18.0,female,14524,59.0,2,20,Prepaid,1
18.0,female,48142,54.0,7,30,Postpaid,0
27.0,male,61896,23.0,5,35,Postpaid,0
21.0,male,33765,2.0,2,21,Prepaid,0
68.0,female,97576,47.0,8,45,Postpaid,1
55.0,female,65491,51.0,8,9,Prepaid,0
78.0,male,49447,80.0,2,26,Postpaid,0
67.0,female,53712,39.0,6,16,Prepaid,0
77.0,female,51780,10.0,9,41,Prepaid,0
32.0,female,20030,88.0,7,38,,0
35.0,male,64575,41.0,1,48,Prepaid,0
70.0,female,80626,72.0,8,22,Postpaid,1
33.0,female,47909,5.0,0,14,Postpaid,0
21.0,female,48327,4.0,6,2,Postpaid,0
59.0,male,91941,3.0,5,51,Prepaid,1
67.0,female,64975,79.0,0,20,Prepaid,0
78.0,male,36804,24.0,7,45,Postpaid,0
75.0,male,10354,79.0,2,22,Postpaid,0
25.0,male,84090,94.0,8,20,Prepaid,1
65.0,male,66376,66.0,8,14,Postpaid,0
70.0,female,66352,98.0,5,47,Prepaid,0
61.0,female,35456,93.0,6,17,Postpaid,0
68.0,male,26752,72.0,0,18,Postpaid,0
69.0,male,54493,80.0,8,42,Prepaid,0
45.0,male,78203,60.0,6,31,Prepaid,0
20.0,female,36794,22.0,3,45,Prepaid,0
46.0,male,57433,11.0,0,7,Postpaid,0
30.0,male,99663,38.0,5,57,Prepaid,0
25.0,female,29742,48.0,9,14,Postpaid,1
25.0,female,30775,35.0,8,7,Postpaid,1
61.0,male,31235,11.0,0,7,Prepaid,0
49.0,male,92157,50.0,7,19,Prepaid,1
51.0,male,57588,50.0,0,25,Postpaid,1
64.0,female,92616,95.0,3,5,Postpaid,0
51.0,female,95298,95.0,4,37,Prepaid,0
57.0,male,47890,61.0,0,37,Postpaid,0
23.0,male,14943,85.0,1,46,Prepaid,0
70.0,male,37360,31.0,8,1,Postpaid,1
45.0,male,58940,96.0,6,6,Prepaid,1
27.0,female,44293,94.0,7,13,Prepaid,0
68.0,male,10203,13.0,5,26,Postpaid,0
63.0,female,99040,70.0,4,35,Prepaid,0
21.0,male,37287,46.0,0,12,Prepaid,0
29.0,female,65691,27.0,5,22,Postpaid,1
18.0,male,95207,41.0,7,31,Postpaid,1
34.0,female,59030,90.0,2,33,Postpaid,0
24.0,male,72500,92.0,4,32,Postpaid,0
62.0,male,13232,35.0,4,38,Postpaid,0
50.0,male,72708,46.0,8,45,Prepaid,0
78.0,female,86305,52.0,1,50,Prepaid,0
64.0,male,92646,73.0,1,57,Prepaid,0
55.0,male,17542,48.0,2,24,Postpaid,0
49.0,female,30553,40.0,1,20,Postpaid,0
21.0,female,14227,92.0,8,17,Prepaid,0
22.0,female,92613,37.0,2,21,Prepaid,0
56.0,male,34737,27.0,3,32,Postpaid,0
18.0,male,57835,33.0,2,36,Prepaid,0
20.0,male,52820,33.0,8,5,Prepaid,1
31.0,male,71987,55.0,6,59,Prepaid,1
72.0,female,90576,66.0,4,3,Prepaid,0
46.0,female,39137,14.0,7,24,Prepaid,0
61.0,female,81107,88.0,0,27,Postpaid,0
43.0,female,36184,26.0,6,21,Prepaid,0
28.0,male,27786,12.0,3,13,Prepaid,0
41.0,female,19562,67.0,3,32,Postpaid,0
23.0,female,43487,21.0,1,1,Postpaid,0
65.0,female,60443,75.0,0,44,Postpaid,0
29.0,female,80221,94.0,6,41,Prepaid,0
41.0,male,86353,69.0,8,46,Prepaid,0
78.0,male,57438,77.0,9,49,Postpaid,1
54.0,male,46805,49.0,2,53,Prepaid,0
46.0,female,25704,35.0,7,9,Prepaid,1
51.0,male,92268,61.0,1,50,Prepaid,0
66.0,male,45644,36.0,7,34,Prepaid,0
33.0,male,78817,87.0,5,8,Postpaid,1
57.0,male,66334,47.0,8,59,Prepaid,0
72.0,female,93832,50.0,0,48,Prepaid,0
53.0,female,97590,67.0,7,16,Postpaid,1
45.0,female,73615,19.0,4,53,Postpaid,0
26.0,male,69563,56.0,5,44,Postpaid,0
33.0,male,22353,75.0,5,27,Postpaid,1
76.0,male,11457,77.0,7,10,Prepaid,1
51.0,female,59142,23.0,5,44,Prepaid,1
36.0,female,73450,6.0,4,55,Prepaid,0
43.0,male,77152,20.0,4,12,Prepaid,0
53.0,male,32577,82.0,0,1,Prepaid,0
51.0,male,55288,27.0,7,14,Prepaid,0
61.0,female,87594,6.0,7,18,Postpaid,0
33.0,male,18613,60.0,5,23,Postpaid,0
58.0,female,44550,88.0,7,58,Postpaid,1
45.0,male,95007,23.0,2,57,Postpaid,0
76.0,male,27965,5.0,2,40,Postpaid,0
27.0,female,38500,14.0,9,13,Postpaid,0
27.0,female,52115,13.0,9,13,Prepaid,1
46.0,female,71955,21.0,8,5,Postpaid,1
49.0,male,32967,18.0,0,47,Prepaid,0
60.0,male,81307,64.0,5,14,Postpaid,0
43.0,female,31223,23.0,7,53,Prepaid,0
74.0,female,43139,55.0,0,36,Prepaid,0
47.0,male,61593,40.0,9,29,Postpaid,0
26.0,female,11087,65.0,7,55,Prepaid,0
25.0,female,79061,65.0,3,10,Postpaid,1
78.0,female,70193,59.0,5,28,Postpaid,1
26.0,male,85145,89.0,9,16,Prepaid,1
76.0,female,34739,20.0,8,11,Prepaid,1
35.0,female,45790,52.0,8,56,Postpaid,0
23.0,male,90871,40.0,9,36,Postpaid,1
36.0,male,16012,53.0,7,10,Postpaid,0
56.0,female,54208,14.0,9,7,Postpaid,0
44.0,male,53557,32.0,9,19,Prepaid,0
66.0,male,50274,94.0,0,50,Postpaid,0
55.0,male,49040,80.0,6,9,Prepaid,0
42.0,female,77255,43.0,3,44,Prepaid,0
57.0,female,27728,11.0,4,7,Postpaid,0
78.0,female,90203,65.0,1,20,Prepaid,0
43.0,female,90653,30.0,6,31,Postpaid,0
27.0,female,26145,33.0,8,8,Prepaid,1
43.0,male,97673,10.0,4,24,Prepaid,1
70.0,male,33584,29.0,6,16,Postpaid,1
31.0,male,14657,22.0,3,3,Prepaid,0
76.0,male,45825,4.0,7,1,Postpaid,1
54.0,male,81617,59.0,0,9,Prepaid,0
55.0,female,86013,96.0,8,45,Postpaid,0
37.0,male,68114,13.0,3,3,Postpaid,0
75.0,male,83006,6.0,5,30,Postpaid,0
20.0,female,33529,10.0,8,2,Prepaid,0
36.0,male,89109,55.0,0,13,Postpaid,0
43.0,female,67164,82.0,9,11,Prepaid,0
47.0,female,22022,31.0,6,21,Postpaid,0
47.0,female,21577,12.0,9,44,Prepaid,1
27.0,female,34057,10.0,5,25,Postpaid,1
31.0,male,16246,61.0,2,1,Postpaid,0
23.0,female,35447,36.0,5,9,Postpaid,0
53.0,male,99414,35.0,5,18,Prepaid,1
39.0,female,31608,24.0,9,17,Prepaid,1
53.0,female,67273,89.0,5,34,Prepaid,0
54.0,female,97977,38.0,4,21,Prepaid,0
61.0,male,32790,71.0,1,44,Prepaid,0
51.0,female,72656,74.0,3,15,Prepaid,0
58.0,female,50503,6.0,5,40,Postpaid,0
54.0,female,35677,25.0,3,6,Postpaid,0
58.0,male,95507,89.0,3,59,Postpaid,0
56.0,female,69104,88.0,0,59,Postpaid,0
37.0,male,49485,41.0,9,17,Postpaid,1
33.0,male,83088,16.0,8,14,Postpaid,1
66.0,female,91040,30.0,2,1,Prepaid,1
39.0,male,80333,94.0,1,58,Prepaid,1
52.0,male,88192,67.0,8,3,Prepaid,1
30.0,female,38980,8.0,8,1,Prepaid,1
44.0,female,40974,72.0,8,6,Prepaid,1
50.0,male,30941,15.0,5,18,Prepaid,1
56.0,male,72640,31.0,7,58,Postpaid,0
50.0,male,82285,48.0,7,10,Prepaid,1
40.0,male,69444,35.0,2,34,Postpaid,0
77.0,female,63928,70.0,5,39,Prepaid,0
49.0,male,79409,16.0,2,48,Prepaid,0
68.0,female,26331,87.0,7,42,Prepaid,0
63.0,male,42933,59.0,9,59,Postpaid,1
52.0,female,73633,31.0,0,40,Prepaid,0
72.0,female,14701,95.0,0,50,Prepaid,0
25.0,female,91980,48.0,2,19,Postpaid,0
75.0,male,25393,42.0,1,25,Postpaid,0
70.0,male,80829,3.0,0,44,Prepaid,0
49.0,female,65489,99.0,9,52,Prepaid,0
63.0,male,86285,84.0,5,1,Postpaid,1
50.0,female,79759,18.0,7,26,Prepaid,0
34.0,female,56425,94.0,5,48,Prepaid,0
67.0,male,78044,79.0,7,7,Prepaid,1
33.0,male,41184,42.0,6,21,Prepaid,0
37.0,male,62531,92.0,1,33,Prepaid,0
50.0,male,92355,56.0,1,5,Prepaid,0
69.0,male,17628,69.0,4,55,Prepaid,0
41.0,female,42022,19.0,3,22,Prepaid,1
48.0,female,11555,11.0,8,47,Postpaid,0
20.0,male,58084,53.0,3,26,Prepaid,0
25.0,female,80392,33.0,3,24,Postpaid,0
21.0,male,13470,98.0,5,57,Postpaid,0
22.0,male,59443,9.0,1,51,Postpaid,0
71.0,female,47369,76.0,8,31,Prepaid,0
70.0,female,80444,60.0,0,28,Prepaid,0
68.0,male,29811,88.0,8,47,Prepaid,0
21.0,male,24650,99.0,6,41,Postpaid,1
22.0,female,18521,87.0,8,58,Prepaid,0
35.0,male,46668,38.0,2,20,Postpaid,0
53.0,male,53877,69.0,9,7,Postpaid,1
38.0,male,92725,17.0,8,12,Postpaid,1
48.0,male,51928,49.0,4,32,Postpaid,0
28.0,female,25443,27.0,2,19,Postpaid,0
63.0,female,72911,25.0,1,48,Postpaid,0
37.0,male,15537,57.0,1,52,Postpaid,0
22.0,male,41076,13.0,5,12,Postpaid,0
64.0,male,68812,57.0,9,59,Postpaid,0
73.0,male,32856,40.0,5,38,Postpaid,0
18.0,male,63508,23.0,9,16,Prepaid,0
45.0,female,50797,56.0,7,12,Postpaid,0
69.0,female,95682,75.0,6,10,Postpaid,0
61.0,female,35870,61.0,7,28,Prepaid,0
71.0,male,91582,9.0,9,5,Prepaid,1
43.0,male,66328,56.0,8,8,Postpaid,0
41.0,male,77448,62.0,1,45,Postpaid,0
61.0,male,25190,68.0,5,29,Postpaid,0
27.0,male,11724,43.0,4,32,Postpaid,0
32.0,male,75768,10.0,8,20,Postpaid,1
55.0,female,53234,13.0,2,33,Postpaid,0
59.0,male,37796,33.0,8,21,Postpaid,1
25.0,male,90649,63.0,4,3,Prepaid,0
49.0,female,39384,74.0,9,34,Postpaid,1
40.0,female,49028,67.0,7,5,Postpaid,1
49.0,female,75177,31.0,3,41,Postpaid,0
77.0,male,96593,44.0,8,54,Postpaid,0
22.0,male,90908,5.0,1,40,Postpaid,0
79.0,male,68723,80.0,0,35,Postpaid,0
45.0,male,19936,35.0,5,57,Prepaid,0
65.0,female,19851,51.0,3,13,Postpaid,0
44.0,female,72357,45.0,1,46,Prepaid,0
37.0,female,55834,29.0,9,13,Prepaid,1
65.0,female,21979,17.0,0,1,Postpaid,0
60.0,male,72605,95.0,5,15,Postpaid,0
26.0,male,94807,12.0,2,30,Prepaid,0
61.0,female,15883,94.0,2,4,Postpaid,0
64.0,female,84308,12.0,2,17,Prepaid,0
42.0,female,41018,10.0,3,3,Postpaid,0
75.0,female,45800,90.0,6,15,Prepaid,0
57.0,male,74537,94.0,3,43,Postpaid,1
38.0,male,32219,89.0,7,9,Postpaid,0
18.0,female,24136,77.0,4,16,Postpaid,0
59.0,male,96747,49.0,7,9,Prepaid,1
30.0,female,41350,11.0,4,23,Prepaid,0
64.0,male,25262,59.0,3,45,Prepaid,0
50.0,male,72091,52.0,5,32,Prepaid,0
46.0,male,29504,73.0,6,12,Postpaid,1
28.0,female,79798,4.0,4,19,Prepaid,0
62.0,male,16342,8.0,9,40,Postpaid,0
28.0,male,56666,59.0,5,29,Postpaid,0
43.0,female,46266,85.0,2,28,Postpaid,0
69.0,male,96117,93.0,0,52,Postpaid,0
75.0,male,56915,57.0,3,49,Postpaid,0
79.0,female,93279,37.0,0,15,Postpaid,0
77.0,female,32367,47.0,0,42,Postpaid,0
52.0,female,52609,51.0,3,47,Prepaid,0
30.0,male,83243,62.0,2,54,Postpaid,0
70.0,female,24424,23.0,8,16,Postpaid,1
67.0,male,93496,39.0,7,43,Postpaid,0
79.0,female,79563,54.0,7,12,Postpaid,0
58.0,male,70919,85.0,5,27,Postpaid,0
26.0,female,31882,80.0,1,5,Prepaid,0
49.0,female,83623,75.0,8,36,Postpaid,0
45.0,male,85853,22.0,4,41,Postpaid,1
70.0,male,36335,41.0,4,27,Prepaid,0
42.0,female,62842,55.0,6,25,Postpaid,0
38.0,female,15457,96.0,1,15,Prepaid,0
22.0,female,45468,36.0,4,46,Postpaid,0
69.0,female,23560,91.0,6,54,Postpaid,0
64.0,female,60074,75.0,6,8,Postpaid,0
20.0,male,59395,63.0,5,17,Prepaid,0
44.0,male,57952,70.0,9,36,Prepaid,0
47.0,female,70943,79.0,9,22,Prepaid,0
47.0,male,93225,70.0,0,1,Prepaid,0
74.0,female,27706,67.0,0,2,Postpaid,0
27.0,male,29292,38.0,5,14,Postpaid,0
36.0,male,29387,43.0,8,58,Prepaid,1
29.0,male,93534,60.0,5,36,Postpaid,0
33.0,female,18339,84.0,2,16,Postpaid,0
74.0,male,12820,65.0,5,4,Prepaid,0
76.0,male,24440,98.0,9,45,Postpaid,0
20.0,female,79228,68.0,1,23,Postpaid,0
57.0,male,62166,41.0,4,24,Prepaid,0
32.0,female,92770,57.0,6,34,Postpaid,0
29.0,female,28386,62.0,3,14,Prepaid,0
36.0,male,45464,86.0,0,43,Prepaid,0
30.0,female,59985,26.0,6,19,Prepaid,0
48.0,male,16576,25.0,7,42,Prepaid,0
